Name,Catches,Run Outs,Dropped Catches,Missed Runouts,Match_Id,Success Rate,,,,,,,,,,,,,,
Thisara Perera,1,1,0,0,573018,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,573018,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,1,0,0,602474,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,1,0,0,602474,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,602474,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,602474,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,0,1,602476,0,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,602476,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,602476,1,,,,,,,,,,,,,,
Thisara Perera,1,1,0,0,602476,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,578617,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,578617,1,,,,,,,,,,,,,,
Thisara Perera,0,1,0,0,578617,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,2,0,578621,0,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,578621,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,578621,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,578621,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,578625,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,1,0,0,578625,1,,,,,,,,,,,,,,
Shaminda Eranga,1,0,0,0,578625,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,2,0,0,0,578625,1,,,,,,,,,,,,,,
Kumar Sangakkara,0,1,1,0,566947,0.5,,,,,,,,,,,,,,
Sachithra Senanayake,0,0,1,0,566947,0,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,566947,0,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,597923,0,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,597923,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,597923,1,,,,,,,,,,,,,,
Lasith Malinga,0,1,0,0,597923,1,,,,,,,,,,,,,,
Nuwan Kulasekara,0,1,0,0,597923,1,,,,,,,,,,,,,,
Angelo Mathews,1,1,0,0,597925,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,597925,1,,,,,,,,,,,,,,
Lasith Malinga,2,1,0,0,597925,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,1,0,0,597925,1,,,,,,,,,,,,,,
Mahela Jayawardene,0,1,0,0,597925,1,,,,,,,,,,,,,,
Shaminda Eranga,2,0,0,0,597927,1,,,,,,,,,,,,,,
Nuwan Kulasekara,0,0,1,0,597927,0,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,597927,1,,,,,,,,,,,,,,
Jeevan Mendis,1,0,0,0,597927,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,597927,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,1,597927,0.5,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,597927,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,597928,1,,,,,,,,,,,,,,
Jeevan Mendis,0,0,1,0,597928,0,,,,,,,,,,,,,,
Kumar Sangakkara,3,0,0,0,597929,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,597929,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,597929,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,1,0,0,635653,1,,,,,,,,,,,,,,
Shaminda Eranga,0,0,1,0,635653,0,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,635653,1,,,,,,,,,,,,,,
Upul Tharanga,1,0,0,0,635653,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,635653,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,635653,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,635654,1,,,,,,,,,,,,,,
Jehan Mubarak,0,0,1,0,635654,0,,,,,,,,,,,,,,
Kumar Sangakkara,3,1,0,0,635655,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,1,0,635655,0,,,,,,,,,,,,,,
Dinesh Chandimal,0,1,0,0,635655,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,1,0,0,635656,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,635656,1,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,635656,0,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,635656,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,635657,1,,,,,,,,,,,,,,
Angelo Mathews,3,0,0,0,635657,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,668963,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,1,0,0,668963,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,668963,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,668963,1,,,,,,,,,,,,,,
Rangana Herath,1,0,0,0,668965,1,,,,,,,,,,,,,,
Nuwan Kulasekara,0,0,1,0,668965,0,,,,,,,,,,,,,,
Kumar Sangakkara,0,1,0,0,668965,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,668965,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,657637,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,657637,1,,,,,,,,,,,,,,
Thisara Perera,0,1,1,0,657637,0.5,,,,,,,,,,,,,,
Kumar Sangakkara,0,1,0,0,657637,1,,,,,,,,,,,,,,
Dimuth Karunaratne,0,1,0,0,657639,1,,,,,,,,,,,,,,
Seekkuge Prasanna,0,0,1,0,657639,0,,,,,,,,,,,,,,
Kumar Sangakkara,0,1,0,0,657639,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,657639,1,,,,,,,,,,,,,,
Lasith Malinga,0,1,1,0,657641,0.5,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,657641,1,,,,,,,,,,,,,,
Dimuth Karunaratne,1,0,0,0,657641,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,657643,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,657645,1,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,657645,0,,,,,,,,,,,,,,
Ashan Priyanjan,1,0,0,0,657645,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,2,0,0,0,657645,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,657645,1,,,,,,,,,,,,,,
Ajantha Mendis,0,1,0,0,657645,1,,,,,,,,,,,,,,
Sachithra Senanayake,0,1,0,0,657645,1,,,,,,,,,,,,,,
Angelo Mathews,2,1,0,0,690355,1,,,,,,,,,,,,,,
Lasith Malinga,0,2,0,0,690355,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,2,0,0,690355,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,690355,1,,,,,,,,,,,,,,
Ashan Priyanjan,1,0,0,0,690355,1,,,,,,,,,,,,,,
Kithuruwan Vithanage,1,0,0,0,690355,1,,,,,,,,,,,,,,
Sachithra Senanayake,0,1,0,0,690355,1,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,690357,0,,,,,,,,,,,,,,
Sachithra Senanayake,3,0,0,0,690357,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,690357,1,,,,,,,,,,,,,,
Kithuruwan Vithanage,1,0,0,0,690357,1,,,,,,,,,,,,,,
Kusal Perera,0,1,0,0,690357,1,,,,,,,,,,,,,,
Ashan Priyanjan,0,1,0,0,690357,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,690357,1,,,,,,,,,,,,,,
Angelo Perera,1,0,0,0,690357,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,690359,1,,,,,,,,,,,,,,
Angelo Perera,1,0,0,0,690359,1,,,,,,,,,,,,,,
Kithuruwan Vithanage,0,1,0,0,690359,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,690359,1,,,,,,,,,,,,,,
Dhammika Prasad,1,0,0,0,690359,1,,,,,,,,,,,,,,
Ashan Priyanjan,1,0,0,0,690359,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,690359,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,710291,1,,,,,,,,,,,,,,
Chaturanga de Silva,2,0,0,0,710291,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,710291,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,710291,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,710291,1,,,,,,,,,,,,,,
Sachithra Senanayake,0,0,0,1,710297,0,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,710297,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,710297,1,,,,,,,,,,,,,,
Chaturanga de Silva,1,0,0,0,710297,1,,,,,,,,,,,,,,
Kumar Sangakkara,0,1,0,0,710297,1,,,,,,,,,,,,,,
Chaturanga de Silva,1,0,0,0,710303,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,710303,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,710303,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,710303,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,710303,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,710309,1,,,,,,,,,,,,,,
Kumar Sangakkara,0,0,0,1,710309,0,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,710309,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,710309,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,710311,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,710311,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,710311,1,,,,,,,,,,,,,,
Ashan Priyanjan,1,0,0,0,710311,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,706767,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,1,0,0,706767,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,1,0,0,706767,1,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,706767,0,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,667889,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,667889,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,1,0,667889,0,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,667889,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,667891,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,667891,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,667891,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,667891,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,667895,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,1,0,0,667895,1,,,,,,,,,,,,,,
Ajantha Mendis,1,0,0,0,667895,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,667895,1,,,,,,,,,,,,,,
Lasith Malinga,0,1,0,0,667895,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,667895,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,667897,1,,,,,,,,,,,,,,
Ajantha Mendis,1,1,0,0,667897,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,667897,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,1,0,667897,0.5,,,,,,,,,,,,,,
Sachithra Senanayake,0,1,0,0,667897,1,,,,,,,,,,,,,,
Kusal Perera,0,1,0,0,667897,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,730083,1,,,,,,,,,,,,,,
Thisara Perera,0,0,1,0,730083,0,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,730083,0,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,730083,1,,,,,,,,,,,,,,
Sachithra Senanayake,2,0,0,0,730085,1,,,,,,,,,,,,,,
Kumar Sangakkara,3,0,0,0,730085,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,730085,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,730085,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,730087,1,,,,,,,,,,,,,,
Ajantha Mendis,2,0,0,0,730087,1,,,,,,,,,,,,,,
Ashan Priyanjan,1,0,1,0,730087,0.5,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,745159,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,745159,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,0,0,0,745159,1,,,,,,,,,,,,,,
Ashan Priyanjan,1,0,0,0,745159,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,745161,1,,,,,,,,,,,,,,
Rangana Herath,2,0,0,0,745161,1,,,,,,,,,,,,,,
Nuwan Kulasekara,2,0,0,0,745161,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,745161,1,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,745163,1,,,,,,,,,,,,,,
Mahela Jayawardene,2,0,0,0,745163,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,1,0,0,745163,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,745163,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,745163,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,792289,1,,,,,,,,,,,,,,
Kumar Sangakkara,0,0,1,0,792289,0,,,,,,,,,,,,,,
Lahiru Gamage,0,0,1,0,792289,0,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,792289,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,792291,1,,,,,,,,,,,,,,
Ashan Priyanjan,1,0,0,0,792291,1,,,,,,,,,,,,,,
Suraj Randiv,1,0,0,0,792291,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,792293,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,1,0,0,792293,1,,,,,,,,,,,,,,
Angelo Mathews,0,1,0,0,792293,1,,,,,,,,,,,,,,
Lahiru Gamage,1,0,0,0,792293,1,,,,,,,,,,,,,,
Mahela Jayawardene,2,0,0,0,792295,1,,,,,,,,,,,,,,
Thisara Perera,0,0,1,0,792295,0,,,,,,,,,,,,,,
Lahiru Thirimanne,0,0,1,0,792295,0,,,,,,,,,,,,,,
Seekkuge Prasanna,0,1,1,0,792295,0.5,,,,,,,,,,,,,,
Dinesh Chandimal,0,1,0,0,792295,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,2,0,0,792297,1,,,,,,,,,,,,,,
Shaminda Eranga,0,1,0,0,792297,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,792297,1,,,,,,,,,,,,,,
Jeevan Mendis,1,0,1,0,750663,0.5,,,,,,,,,,,,,,
Dhammika Prasad,0,0,1,0,750663,0,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,750663,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,2,0,0,750663,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,750663,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,750665,1,,,,,,,,,,,,,,
Thisara Perera,1,0,1,0,750665,0.5,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,750665,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,1,0,750665,0.5,,,,,,,,,,,,,,
Kumar Sangakkara,0,1,0,0,750665,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,1,0,0,750667,1,,,,,,,,,,,,,,
Lahiru Thirimanne,0,0,1,0,750667,0,,,,,,,,,,,,,,
Rangana Herath,0,1,0,0,750667,1,,,,,,,,,,,,,,
Ajantha Mendis,1,0,0,0,750667,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,750667,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,750669,1,,,,,,,,,,,,,,
Mahela Jayawardene,2,0,0,0,750669,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,750669,1,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,750669,1,,,,,,,,,,,,,,
Ajantha Mendis,1,0,0,0,750671,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,750671,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,750671,1,,,,,,,,,,,,,,
Kumar Sangakkara,4,0,0,0,750673,1,,,,,,,,,,,,,,
Lahiru Thirimanne,0,1,0,0,750673,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,2,0,0,0,750673,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,1,0,750675,0.5,,,,,,,,,,,,,,
Seekkuge Prasanna,1,0,0,0,750675,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,1,0,0,750675,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,750675,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,749781,1,,,,,,,,,,,,,,
Kumar Sangakkara,0,2,0,0,749781,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,749781,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,749781,1,,,,,,,,,,,,,,
Angelo Mathews,1,1,0,0,749783,1,,,,,,,,,,,,,,
Jeevan Mendis,1,1,0,0,749783,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,4,0,0,749783,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,749783,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,1,0,0,749783,1,,,,,,,,,,,,,,
Mahela Jayawardene,0,1,0,0,749783,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,749783,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,749785,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,1,0,749787,0.666666667,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,749787,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,749787,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,1,0,0,749787,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,749789,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,1,0,749789,0,,,,,,,,,,,,,,
Dimuth Karunaratne,1,0,0,0,749789,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,2,0,0,749791,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,1,0,749791,0,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,749791,1,,,,,,,,,,,,,,
Dhammika Prasad,0,3,0,0,749791,1,,,,,,,,,,,,,,
Dimuth Karunaratne,1,1,0,0,749791,1,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,749793,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,749793,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,1,0,0,749793,1,,,,,,,,,,,,,,
Nuwan Kulasekara,0,1,0,0,749793,1,,,,,,,,,,,,,,
Kumar Sangakkara,1,1,1,0,656399,0.666666667,,,,,,,,,,,,,,
Jeevan Mendis,1,0,1,0,656399,0.5,,,,,,,,,,,,,,
Dimuth Karunaratne,1,0,0,0,656399,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,656399,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,656399,1,,,,,,,,,,,,,,
Rangana Herath,2,0,0,0,656421,1,,,,,,,,,,,,,,
Mahela Jayawardene,0,0,1,0,656421,0,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,656421,1,,,,,,,,,,,,,,
Jeevan Mendis,2,0,0,0,656421,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,656421,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,656421,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,656421,1,,,,,,,,,,,,,,
Angelo Mathews,0,1,0,0,656433,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,1,0,0,656433,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,0,0,1,0,656433,0,,,,,,,,,,,,,,
Mahela Jayawardene,1,0,0,0,656433,1,,,,,,,,,,,,,,
Rangana Herath,1,0,0,0,656433,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,1,0,656433,0.5,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,656441,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,3,0,0,0,656441,1,,,,,,,,,,,,,,
Kumar Sangakkara,0,1,1,0,656461,0.5,,,,,,,,,,,,,,
Seekkuge Prasanna,1,0,1,0,656461,0.5,,,,,,,,,,,,,,
Mahela Jayawardene,0,0,1,0,656461,0,,,,,,,,,,,,,,
Thisara Perera,2,2,0,0,656461,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,656461,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,656461,1,,,,,,,,,,,,,,
Angelo Mathews,0,2,0,0,656461,1,,,,,,,,,,,,,,
Lasith Malinga,1,0,0,0,656467,1,,,,,,,,,,,,,,
Lahiru Thirimanne,2,0,0,0,656467,1,,,,,,,,,,,,,,
Kusal Perera,0,0,1,0,656467,0,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,656467,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,656467,1,,,,,,,,,,,,,,
Kumar Sangakkara,2,0,0,0,656467,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,656483,1,,,,,,,,,,,,,,
Dinesh Chandimal,2,0,0,0,860269,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,860269,1,,,,,,,,,,,,,,
Milinda Siriwardana,2,0,0,0,860271,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,0,1,0,860271,0,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,860271,1,,,,,,,,,,,,,,
Nuwan Pradeep,0,0,1,0,860271,0,,,,,,,,,,,,,,
Sachith Pathirana,1,0,0,0,860273,1,,,,,,,,,,,,,,
Nuwan Pradeep,0,0,1,0,860273,0,,,,,,,,,,,,,,
Upul Tharanga,0,1,0,0,860273,1,,,,,,,,,,,,,,
Thisara Perera,0,2,0,0,860273,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,860273,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,860275,1,,,,,,,,,,,,,,
Lahiru Thirimanne,0,0,1,0,860275,0,,,,,,,,,,,,,,
Kusal Perera,1,0,1,0,860275,0.5,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,860275,1,,,,,,,,,,,,,,
Angelo Mathews,0,1,0,0,860277,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,1,0,0,860277,1,,,,,,,,,,,,,,
Suranga Lakmal,0,1,0,0,860277,1,,,,,,,,,,,,,,
Lahiru Thirimanne,1,0,0,0,860277,1,,,,,,,,,,,,,,
Sachithra Senanayake,2,0,0,0,860277,1,,,,,,,,,,,,,,
Thisara Perera,2,0,0,0,860277,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,915777,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,915777,1,,,,,,,,,,,,,,
Kusal Perera,0,1,0,0,915777,1,,,,,,,,,,,,,,
Kusal Perera,1,2,0,0,915779,1,,,,,,,,,,,,,,
Shehan jayasuriya,0,0,1,0,915779,0,,,,,,,,,,,,,,
Milinda Siriwardana,1,0,0,0,915779,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,915779,1,,,,,,,,,,,,,,
Lahiru Thirimanne,0,1,0,0,915779,1,,,,,,,,,,,,,,
Ajantha Mendis,0,1,0,0,915779,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,915779,1,,,,,,,,,,,,,,
Lasith Malinga,0,2,0,0,915779,1,,,,,,,,,,,,,,
Angelo Mathews,0,1,0,0,915779,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,2,0,0,0,915781,1,,,,,,,,,,,,,,
Kusal Perera,3,0,0,0,915781,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,915781,1,,,,,,,,,,,,,,
Nuwan Kulasekara,1,0,0,0,914207,1,,,,,,,,,,,,,,
Suranga Lakmal,1,0,0,0,914207,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,914211,1,,,,,,,,,,,,,,
Danushka Gunathilaka,0,0,1,0,914211,0,,,,,,,,,,,,,,
Nuwan Pradeep,1,0,0,0,914211,1,,,,,,,,,,,,,,
Dushmantha Chameera,1,1,0,0,914211,1,,,,,,,,,,,,,,
Angelo Mathews,1,0,0,0,914211,1,,,,,,,,,,,,,,
Chamara Kapugedera,1,0,0,0,914211,1,,,,,,,,,,,,,,
Sachithra Senanayake,1,0,0,0,914211,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,914213,1,,,,,,,,,,,,,,
Dushmantha Chameera,1,0,0,0,914213,1,,,,,,,,,,,,,,
Thisara Perera,1,0,0,0,914215,1,,,,,,,,,,,,,,
Dinesh Chandimal,2,0,0,0,914215,1,,,,,,,,,,,,,,
Milinda Siriwardana,1,0,0,0,914215,1,,,,,,,,,,,,,,
Tillakaratne Dilshan,1,0,0,0,914215,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,913619,1,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,913619,0,,,,,,,,,,,,,,
Dinesh Chandimal,3,1,0,0,913619,1,,,,,,,,,,,,,,
Angelo Mathews,2,0,0,0,913621,1,,,,,,,,,,,,,,
Upul Tharanga,0,0,1,0,913621,0,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,913621,1,,,,,,,,,,,,,,
Danushka Gunathilaka,2,0,0,0,913621,1,,,,,,,,,,,,,,
Kusal Mendis,2,0,0,0,913621,1,,,,,,,,,,,,,,
Farveez Maharoof,1,0,0,0,913621,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,913623,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,913623,1,,,,,,,,,,,,,,
Seekkuge Prasanna,0,0,1,0,913623,0,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,913623,1,,,,,,,,,,,,,,
Dasun Shanaka,1,0,0,0,913623,1,,,,,,,,,,,,,,
Kusal Mendis,1,0,1,0,913623,0.5,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,913627,1,,,,,,,,,,,,,,
Dinesh Chandimal,1,0,0,0,913629,1,,,,,,,,,,,,,,
Suranga Lakmal,0,0,1,0,913629,0,,,,,,,,,,,,,,
Nuwan Pradeep,1,0,0,0,913629,1,,,,,,,,,,,,,,
Danushka Gunathilaka,1,0,0,0,913629,1,,,,,,,,,,,,,,
Kusal Perera,1,0,0,0,913631,1,,,,,,,,,,,,,,
Dinesh Chandimal,0,1,0,0,913631,1,,,,,,,,,,,,,,
Suranga Lakmal,0,0,1,0,913631,0,,,,,,,,,,,,,,
Angelo Mathews,0,0,1,0,913631,0,,,,,,,,,,,,,,
Kusal Mendis,1,0,0,0,913631,1,,,,,,,,,,,,,,
Dasun Shanaka,1,0,0,0,913631,1,,,,,,,,,,,,,,
